9,11,95,-4,4,7,18,5
-9,-36,-20,1,-7,-3,8,0
-11,6,-58,48,8,7,33,4
7,28,-15,25,7,-1,-15,7
-9,-2,44,-30,-7,-6,-28,2
30,7,-20,-5,-8,-2,27,2
20,21,83,11,1,-2,0,0
30,4,11,13,-4,-5,-33,-18
-6,-2,-15,20,-6,0,19,0
2,13,47,-33,14,9,-10,-4
15,-18,-106,-22,-9,-3,1,12
-50,-11,22,29,6,-3,7,-11
-2,-1,-98,37,2,-5,-15,-10
-4,-14,81,24,-5,4,-2,-6
-25,5,-16,-50,7,-2,-4,1
-52,19,11,-14,-5,4,10,3
6,5,50,27,4,0,25,4
-38,-10,-9,4,-3,0,-3,-17
-17,-11,57,-19,-4,-1,-7,-5
11,-8,-24,-2,-5,-8,-22,-7
15,-5,40,15,4,-3,-4,5
-41,37,-26,2,-5,-3,-5,13
40,7,56,-21,-4,-4,0,-16
-10,-43,-38,1,3,-4,-17,-13
-5,2,42,-40,-1,6,15,13
44,11,75,47,4,-6,-43,3
-14,-24,-87,4,-4,11,89,11
13,19,17,-7,1,-7,-25,-9
6,6,-41,-6,-2,-8,-30,-7
58,9,-14,-38,-3,-3,-1,2
33,-4,24,21,5,3,-33,19
-26,-15,6,-8,-20,-2,48,-3
16,20,46,-21,9,-1,-9,-10
3,-27,-20,-2,-3,-4,-23,-9
-9,3,10,30,6,-5,-12,-3
13,31,-22,-36,0,3,-5,16
0,-37,-21,39,-8,1,50,-4
-29,22,-23,-48,-4,-1,-3,-10
37,-9,31,22,4,8,3,6
-38,24,114,8,-1,-3,-1,-1
-24,-24,-128,-61,-6,-5,-39,-7
14,10,56,12,10,-1,30,3
-1,-29,-68,-23,-5,-2,-5,-6
50,73,81,29,4,0,-5,10
5,-21,-49,31,5,4,-21,0
10,11,8,4,3,11,60,18
3,-37,-28,-14,-5,-9,-35,5
22,-17,-96,-17,-2,4,25,1
-7,12,71,-20,-4,0,-20,5
12,-4,48,75,10,6,17,-5
-20,11,-45,-22,7,-1,-21,-17
12,-11,-39,10,-2,0,8,1
-15,11,10,-4,-8,-2,12,-4
-41,-16,-44,-33,-9,-6,-29,-8
9,27,126,51,10,10,19,2
-25,-42,-82,-33,2,-1,-6,-4
12,-22,0,24,0,-5,-8,-7
-12,13,-88,-13,-10,-1,2,1
14,-11,-44,-16,-11,-13,-18,15
10,21,127,66,11,2,-2,1
7,-3,-86,-78,-9,-2,13,6
5,8,33,32,5,1,-10,4
-56,-56,25,-19,-12,3,37,-22
-37,-5,-43,-51,-8,-6,-10,6
8,27,17,38,7,5,8,-7
25,-39,19,-20,0,-5,-17,-4
-26,14,53,-9,0,-4,-24,1
32,3,-28,33,3,5,57,8
-21,-4,46,-4,-5,-7,-22,-9
-5,34,4,-8,0,1,-5,3
-12,-27,-94,20,1,3,11,-11
-3,-29,-43,-17,-8,-9,-41,-12
-7,1,31,-26,2,6,21,8
17,-15,-67,-2,-1,2,1,-3
8,10,-6,3,-4,0,-6,0
-30,27,18,-17,-2,-2,0,3
-9,10,25,26,1,-1,-16,-7
11,5,36,31,3,6,13,3
-53,-2,24,-38,-18,-13,-21,0
14,-5,19,26,9,2,4,1
-44,5,27,25,2,0,12,-4
25,1,-29,-9,-1,-5,-13,10
21,41,-6,0,4,2,8,-7
-23,-37,-61,7,7,4,-16,-7
25,-14,50,-53,-16,-2,4,18
-16,12,-3,10,9,-1,-20,-8
-4,20,31,7,-2,3,24,10
39,1,3,33,19,2,-1,-6
-9,-11,-61,-6,-11,-4,9,-13
-25,-19,-81,-36,-8,2,-35,-14
33,14,18,12,8,-1,-14,2
19,3,114,13,-4,5,72,9
15,27,-6,7,3,-2,-10,3
-31,-22,81,0,-9,-6,0,-2
54,4,-21,-39,-9,-6,-22,-13
13,23,50,41,4,-1,-3,3
5,-26,-80,-27,-7,0,-9,-6
38,16,26,-26,-3,2,10,5
-16,-46,-71,5,-1,-1,-3,11
-32,-15,39,-54,-15,-8,-9,-6
4,26,21,57,12,-1,-8,3
-11,-10,-43,-9,8,1,-11,-2
-20,10,17,21,5,5,34,2
66,13,-16,-27,-3,5,-6,15
18,-10,-72,12,5,1,-8,-6
9,16,97,41,0,-7,7,6
-51,-25,-22,-40,3,6,-16,-4
-23,-14,-63,-24,-3,2,39,-5
0,6,96,-21,-3,0,-11,2
6,7,-16,36,7,-7,-9,-4
12,17,81,42,10,8,14,-3
-28,-25,-89,-62,-21,-11,-40,-11
6,22,20,-4,-8,-2,4,-3
-34,-5,81,5,0,-8,4,0
-36,11,39,30,-10,-9,-28,-8
3,0,43,0,8,13,25,7
-11,-8,8,-8,2,-7,-6,1
-3,-14,-46,-45,-10,5,14,-11
6,24,-3,24,3,-5,14,0
-24,2,-4,0,4,-3,-45,-28
3,14,-19,8,-5,1,19,6
46,26,6,42,10,4,1,8
37,-20,-26,-19,-1,1,5,14
-16,10,-14,60,-1,-7,-20,-5
-4,4,40,23,7,-2,-28,-8
2,-13,-35,-52,-6,1,-3,-8
18,7,12,-35,-13,-8,-7,1
-1,2,64,5,4,4,8,17
51,3,-31,5,5,1,-7,7
-63,-2,16,30,-1,-2,7,-3
-23,16,-15,-22,-7,-9,-18,-27
-19,-39,-60,-22,-7,1,8,4
-19,-2,34,5,6,4,10,-6
-19,-19,-36,-35,-10,-1,-1,-2
31,-19,2,41,2,-5,-12,4
-13,4,-88,-45,-6,-4,9,-2
-12,0,92,6,-2,-3,5,7
0,-22,-108,17,5,10,22,-16
-15,-17,-8,9,8,6,6,3
25,43,108,26,3,-1,-9,10
0,-31,-67,-18,-3,-1,-14,5
41,18,48,-75,-19,-6,6,-1
-10,9,-34,-3,-3,6,17,13
9,-7,47,43,15,0,-3,-9
-13,-9,-10,-5,-3,-11,-19,-5
-15,-9,-43,32,6,3,-13,-3
27,0,6,-23,-6,3,11,5
0,9,0,-33,1,-1,12,8
21,16,34,25,-2,0,8,-2
-47,-41,-71,21,-6,-5,-10,9
26,2,30,-4,-5,-2,-1,-1
5,-5,-77,10,5,-3,-31,15
37,12,-14,-15,7,18,51,-3
-5,9,-66,-6,0,-5,-13,0
-17,-11,17,-30,-8,-5,2,1
-5,9,74,52,4,2,-10,-3
-7,-5,-42,-2,2,1,-7,-10
10,19,25,-6,9,1,-8,1
14,-26,-43,40,4,-1,0,-4
5,25,59,-35,-12,-6,-3,-10
-46,-20,-63,-27,2,2,7,-1
-14,11,127,47,1,3,-29,3
-15,-11,-20,-54,-3,-1,42,-1
8,-28,-81,-3,-2,-4,-52,-24
4,8,-14,6,-10,-5,13,20
19,24,-30,1,3,3,39,2
-47,2,-14,-42,-3,-2,-29,-18
-15,-8,46,4,-2,2,21,2
-24,1,72,27,0,-5,-31,-21
3,-4,23,3,-3,3,12,7
47,41,47,37,13,1,6,11
